"site","season","OTU_Label","n_glass","n_plastic","k_glass","k_plastic","enough","prop_plastic","prop_glass","Prevalence","fisher_p","fisher_BH","reliable_occ","occ_dir","display_label","Class"
"SELVA","Spring","Protolitonotus_ASV_6509",3,12,2,5,TRUE,0.416666666666667,0.666666666666667,"5/12 vs 2/3",0.569230769230769,1,FALSE,"ns","Protolitonotus_clampi","Litostomatea"
"SELVA","Spring","Pseudoscourfieldiaceae_X_ASV_25684",3,12,2,6,TRUE,0.5,0.666666666666667,"6/12 vs 2/3",1,1,FALSE,"ns","Pseudoscourfieldiaceae_X_sp.","Pseudoscourfieldiophyceae"
"SELVA","Spring","Pseudovorticella_ASV_29493",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pseudovorticella sp. Pseudovorticella_ASV_29493","Oligohymenophorea"
"SELVA","Spring","Pseudovorticella_ASV_29497",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pseudovorticella sp. Pseudovorticella_ASV_29497","Oligohymenophorea"
"SELVA","Spring","Pseudovorticella_ASV_29499",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pseudovorticella_sinensis","Oligohymenophorea"
"SELVA","Spring","Pterocystida_ASV_20844",3,12,2,11,TRUE,0.916666666666667,0.666666666666667,"11/12 vs 2/3",0.371428571428571,1,FALSE,"ns","Pterocystida_ASV_20844","Pterocystida"
"SELVA","Spring","Pterocystida_ASV_21630",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Pterocystida_ASV_21630","Pterocystida"
"SELVA","Spring","Pterocystida_ASV_21672",3,12,2,9,TRUE,0.75,0.666666666666667,"9/12 vs 2/3",1,1,FALSE,"ns","Pterocystida_ASV_21672","Pterocystida"
"SELVA","Spring","Pterocystida_ASV_21674",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pterocystida_ASV_21674","Pterocystida"
"SELVA","Spring","Pterocystida_ASV_21718",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pterocystida_ASV_21718","Pterocystida"
"SELVA","Spring","Pterocystida_ASV_21754",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Pterocystida_ASV_21754","Pterocystida"
"SELVA","Spring","Pterocystidae_ASV_21676",3,12,2,7,TRUE,0.583333333333333,0.666666666666667,"7/12 vs 2/3",1,1,FALSE,"ns","Pterocystidae_ASV_21676","Pterocystida"
"SELVA","Spring","Pterocystidae_ASV_21684",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pterocystidae_ASV_21684","Pterocystida"
"SELVA","Spring","Pterocystidae_ASV_21686",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pterocystidae_ASV_21686","Pterocystida"
"SELVA","Spring","Pylaiella_ASV_8146",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Pylaiella_littoralis","Phaeophyceae"
"SELVA","Spring","Reckertia_ASV_15655",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Reckertia_filosa","Filosa-Imbricatea"
"SELVA","Spring","Reckertia_ASV_16338",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Reckertia_filosa","Filosa-Imbricatea"
"SELVA","Spring","Rhabdochona_ASV_27104",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Rhabdochona_guerreroensis","Nematoda"
"SELVA","Spring","Rotifera_XX_ASV_16726",3,12,1,0,TRUE,0,0.333333333333333,"0/12 vs 1/3",0.2,1,FALSE,"ns","Rotifera_XX_ASV_16726","Rotifera"
"SELVA","Spring","Saccharina_ASV_10960",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Saccharina_japonica","Phaeophyceae"
"SELVA","Spring","Scruparia_ASV_17844",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Scruparia_chelata","Bryozoa"
"SELVA","Spring","Scytosiphon_ASV_8447",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Scytosiphon_lomentaria","Phaeophyceae"
"SELVA","Spring","Spirotrachelostyla_ASV_26308",3,12,0,5,TRUE,0.416666666666667,0,"5/12 vs 0/3",0.505494505494505,1,FALSE,"ns","Spirotrachelostyla_tani","Spirotrichea"
"SELVA","Spring","Spirotrachelostyla_ASV_29955",3,12,2,12,TRUE,1,0.666666666666667,"12/12 vs 2/3",0.2,1,FALSE,"ns","Spirotrachelostyla_tani","Spirotrichea"
"SELVA","Spring","Spirotrichea_ASV_12539",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Spirotrichea_ASV_12539","Spirotrichea"
"SELVA","Spring","Spirotrichea_ASV_29934",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Spirotrichea_ASV_29934","Spirotrichea"
"SELVA","Spring","Spirotrichea_ASV_29935",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Spirotrichea_ASV_29935","Spirotrichea"
"SELVA","Spring","Spirotrichea_ASV_33143",3,12,3,6,TRUE,0.5,1,"6/12 vs 3/3",0.228571428571429,1,FALSE,"ns","Spirotrichea_ASV_33143","Spirotrichea"
"SELVA","Spring","Stypopodium_ASV_10934",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Stypopodium_sp.","Phaeophyceae"
"SELVA","Spring","Suctoria_XX_ASV_12412",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Suctoria_XX_sp.","Phyllopharyngea"
"SELVA","Spring","Telonema-Group-1_ASV_18184",3,12,0,6,TRUE,0.5,0,"6/12 vs 0/3",0.228571428571429,1,FALSE,"ns","Telonema_subtile","Telonemia_XX"
"SELVA","Spring","Tiaropsidium_ASV_16743",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Tiaropsidium_kelseyi","Cnidaria"
"SELVA","Spring","Tisbe_ASV_13853",3,12,0,4,TRUE,0.333333333333333,0,"4/12 vs 0/3",0.516483516483517,1,FALSE,"ns","Tisbe_sp.","Arthropoda"
"SELVA","Spring","Zoothamnium_1_ASV_32724",3,12,3,12,TRUE,1,1,"12/12 vs 3/3",1,1,FALSE,"ns","Zoothamnium_duplicatum","Oligohymenophorea"
"SELVA","Spring","Zoothamnium_1_ASV_32734",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Zoothamnium_1 sp. Zoothamnium_1_ASV_32734","Oligohymenophorea"
"SELVA","Spring","Zoothamnium_2_ASV_2729",3,12,1,3,TRUE,0.25,0.333333333333333,"3/12 vs 1/3",1,1,FALSE,"ns","Zoothamnium_alternans","Oligohymenophorea"
"SELVA","Summer","Adineta_ASV_17598",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Adineta_vaga","Rotifera"
"SELVA","Summer","Adineta_ASV_17599",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Adineta_vaga","Rotifera"
"SELVA","Summer","Amphileptus_ASV_432",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Amphileptus sp. Amphileptus_ASV_432","Litostomatea"
"SELVA","Summer","Amphora_ASV_11507",3,12,0,4,TRUE,0.333333333333333,0,"4/12 vs 0/3",0.516483516483517,1,FALSE,"ns","Amphora_coffeaeformis","Bacillariophyceae"
"SELVA","Summer","Ampullofolliculina_ASV_3611",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Ampullofolliculina_lageniformis","Heterotrichea"
"SELVA","Summer","Ampullofolliculina_ASV_3619",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Ampullofolliculina_lageniformis","Heterotrichea"
"SELVA","Summer","Annelida_XX_ASV_18258",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Annelida_XX_ASV_18258","Annelida"
"SELVA","Summer","Aplanochytrium_ASV_9331",3,12,2,12,TRUE,1,0.666666666666667,"12/12 vs 2/3",0.2,1,FALSE,"ns","Aplanochytrium_sp.","Sagenista"
"SELVA","Summer","Arcocellulus_ASV_11592",3,12,2,10,TRUE,0.833333333333333,0.666666666666667,"10/12 vs 2/3",0.516483516483517,1,FALSE,"ns","Arcocellulus_cornucervis","Mediophyceae"
"SELVA","Summer","Argopecten_ASV_16928",3,12,3,6,TRUE,0.5,1,"6/12 vs 3/3",0.228571428571429,1,FALSE,"ns","Argopecten sp. Argopecten_ASV_16928","Mollusca"
"SELVA","Summer","Arthropoda_ASV_17239",3,12,1,1,TRUE,0.0833333333333333,0.333333333333333,"1/12 vs 1/3",0.371428571428571,1,FALSE,"ns","Arthropoda_ASV_17239","Arthropoda"
"SELVA","Summer","Ascidiella_ASV_17116",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Ascidiella_sp.","Urochordata"
"SELVA","Summer","Bacillariaceae_ASV_10164",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Bacillariaceae_ASV_10164","Bacillariophyceae"
"SELVA","Summer","Bacillariaceae_ASV_10168",3,12,2,9,TRUE,0.75,0.666666666666667,"9/12 vs 2/3",1,1,FALSE,"ns","Bacillariaceae_ASV_10168","Bacillariophyceae"
"SELVA","Summer","Bacillariaceae_ASV_10197",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariaceae_ASV_10197","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_10048",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_10048","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_10151",3,12,1,10,TRUE,0.833333333333333,0.333333333333333,"10/12 vs 1/3",0.153846153846154,1,FALSE,"ns","Bacillariophyceae_ASV_10151","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_10160",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_10160","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_10175",3,12,0,4,TRUE,0.333333333333333,0,"4/12 vs 0/3",0.516483516483517,1,FALSE,"ns","Bacillariophyceae_ASV_10175","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_10229",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_10229","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_11568",3,12,0,5,TRUE,0.416666666666667,0,"5/12 vs 0/3",0.505494505494505,1,FALSE,"ns","Bacillariophyceae_ASV_11568","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_32933",3,12,3,8,TRUE,0.666666666666667,1,"8/12 vs 3/3",0.516483516483517,1,FALSE,"ns","Bacillariophyceae_ASV_32933","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_6651",3,12,3,6,TRUE,0.5,1,"6/12 vs 3/3",0.228571428571429,1,FALSE,"ns","Bacillariophyceae_ASV_6651","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_8723",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_8723","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9683",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_9683","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9843",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_9843","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9867",3,12,3,10,TRUE,0.833333333333333,1,"10/12 vs 3/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_9867","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9918",3,12,1,7,TRUE,0.583333333333333,0.333333333333333,"7/12 vs 1/3",0.569230769230769,1,FALSE,"ns","Bacillariophyceae_ASV_9918","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9972",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_9972","Bacillariophyceae"
"SELVA","Summer","Bacillariophyceae_ASV_9977",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Bacillariophyceae_ASV_9977","Bacillariophyceae"
"SELVA","Summer","Bougainvillia_ASV_16800",3,12,3,3,TRUE,0.25,1,"3/12 vs 3/3",0.043956043956044,1,FALSE,"ns","Bougainvillia_sp.","Cnidaria"
"SELVA","Summer","Bryocamptus_ASV_13856",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Bryocamptus_stillae","Arthropoda"
"SELVA","Summer","Bryozoa_XX_ASV_17870",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Bryozoa_XX_ASV_17870","Bryozoa"
"SELVA","Summer","CCW10-lineage_X_ASV_13473",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","CCW10-lineage_X_sp.","Filosa-Thecofilosea"
"SELVA","Summer","CCW10-lineage_X_ASV_13478",3,12,1,0,TRUE,0,0.333333333333333,"0/12 vs 1/3",0.2,1,FALSE,"ns","CCW10-lineage_X_sp.","Filosa-Thecofilosea"
"SELVA","Summer","CCW10-lineage_X_ASV_13480",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","CCW10-lineage_X_sp.","Filosa-Thecofilosea"
"SELVA","Summer","Caenogastropoda_ASV_13678",3,12,2,12,TRUE,1,0.666666666666667,"12/12 vs 2/3",0.2,1,FALSE,"ns","Caenogastropoda_ASV_13678","Mollusca"
"SELVA","Summer","Carradoriella_ASV_24925",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Carradoriella_elongata","Florideophyceae"
"SELVA","Summer","Cephaloidophora_ASV_1583",3,12,0,10,TRUE,0.833333333333333,0,"10/12 vs 0/3",0.021978021978022,1,FALSE,"ns","Cephaloidophora_communis","Gregarinomorphea"
"SELVA","Summer","Cephaloidophora_ASV_1589",3,12,0,7,TRUE,0.583333333333333,0,"7/12 vs 0/3",0.2,1,FALSE,"ns","Cephaloidophora_communis","Gregarinomorphea"
"SELVA","Summer","Ceramium_ASV_24711",3,12,2,6,TRUE,0.5,0.666666666666667,"6/12 vs 2/3",1,1,FALSE,"ns","Ceramium_virgatum","Florideophyceae"
"SELVA","Summer","Chaetoceros_ASV_11054",3,12,0,7,TRUE,0.583333333333333,0,"7/12 vs 0/3",0.2,1,FALSE,"ns","Chaetoceros_socialis","Mediophyceae"
"SELVA","Summer","Chlamydaster_ASV_21669",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Chlamydaster_sterni","Pterocystida"
"SELVA","Summer","Chromadorea_X_ASV_27082",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Chromadorea_X_ASV_27082","Nematoda"
"SELVA","Summer","Chromadorina_ASV_18461",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Chromadorina_sp.","Nematoda"
"SELVA","Summer","Chrysolepidomonas_ASV_8860",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Chrysolepidomonas_dendrolepidota","Chrysophyceae"
"SELVA","Summer","Costaria_ASV_10957",3,12,0,7,TRUE,0.583333333333333,0,"7/12 vs 0/3",0.2,1,FALSE,"ns","Costaria_costata","Phaeophyceae"
"SELVA","Summer","Craticula_ASV_10145",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Craticula_importuna","Bacillariophyceae"
"SELVA","Summer","Cryothecomonas_ASV_15153",3,12,0,5,TRUE,0.416666666666667,0,"5/12 vs 0/3",0.505494505494505,1,FALSE,"ns","Cryothecomonas_aestivalis","Filosa-Thecofilosea"
"SELVA","Summer","Cymbella_ASV_11535",3,12,3,10,TRUE,0.833333333333333,1,"10/12 vs 3/3",1,1,FALSE,"ns","Cymbella_acuta","Bacillariophyceae"
"SELVA","Summer","Desmarestia_ASV_10940",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Desmarestia_viridis","Phaeophyceae"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_20870",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_20879",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_21077",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_21086",3,12,1,5,TRUE,0.416666666666667,0.333333333333333,"5/12 vs 1/3",1,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_25263",3,12,3,8,TRUE,0.666666666666667,1,"8/12 vs 3/3",0.516483516483517,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-1_X_ASV_25271",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Dino-Group-I-Clade-1_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-I-Clade-4_X_ASV_21578",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Dino-Group-I-Clade-4_X_sp.","Syndiniales"
"SELVA","Summer","Dino-Group-II-Clade-10-and-11_X_ASV_23376",3,12,1,6,TRUE,0.5,0.333333333333333,"6/12 vs 1/3",1,1,FALSE,"ns","Dino-Group-II-Clade-10-and-11_X_sp.","Syndiniales"
"SELVA","Summer","Diplosoma_ASV_13104",3,12,1,6,TRUE,0.5,0.333333333333333,"6/12 vs 1/3",1,1,FALSE,"ns","Diplosoma sp. Diplosoma_ASV_13104","Urochordata"
"SELVA","Summer","Disporella_ASV_17008",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Disporella sp. Disporella_ASV_17008","Bryozoa"
"SELVA","Summer","Disporella_ASV_17010",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Disporella sp. Disporella_ASV_17010","Bryozoa"
"SELVA","Summer","Ectocarpus_ASV_8433",3,12,1,9,TRUE,0.75,0.333333333333333,"9/12 vs 1/3",0.241758241758242,1,FALSE,"ns","Ectocarpus sp. Ectocarpus_ASV_8433","Phaeophyceae"
"SELVA","Summer","Ectocarpus_ASV_8444",3,12,0,4,TRUE,0.333333333333333,0,"4/12 vs 0/3",0.516483516483517,1,FALSE,"ns","Ectocarpus sp. Ectocarpus_ASV_8444","Phaeophyceae"
"SELVA","Summer","Electra_ASV_17846",3,12,3,11,TRUE,0.916666666666667,1,"11/12 vs 3/3",1,1,FALSE,"ns","Electra_pilosa","Bryozoa"
"SELVA","Summer","Embryophyceae_XX_ASV_21512",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Embryophyceae_XX_ASV_21512","Embryophyceae"
"SELVA","Summer","Endomyxa_ASV_22154",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Endomyxa_ASV_22154","Endomyxa"
"SELVA","Summer","Enoplea_X_ASV_18404",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Enoplea_X_ASV_18404","Nematoda"
"SELVA","Summer","Ephelota_ASV_1009",3,12,1,1,TRUE,0.0833333333333333,0.333333333333333,"1/12 vs 1/3",0.371428571428571,1,FALSE,"ns","Ephelota_sp.","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_1020",3,12,1,3,TRUE,0.25,0.333333333333333,"3/12 vs 1/3",1,1,FALSE,"ns","Ephelota_sp.","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_2990",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Ephelota_truncata","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_2997",3,12,3,3,TRUE,0.25,1,"3/12 vs 3/3",0.043956043956044,1,FALSE,"ns","Ephelota_mammillata","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_4004",3,12,1,1,TRUE,0.0833333333333333,0.333333333333333,"1/12 vs 1/3",0.371428571428571,1,FALSE,"ns","Ephelota sp. Ephelota_ASV_4004","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_4014",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Ephelota_mammillata","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_4846",3,12,2,0,TRUE,0,0.666666666666667,"0/12 vs 2/3",0.0285714285714286,1,FALSE,"ns","Ephelota_sp.","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_661",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Ephelota sp. Ephelota_ASV_661","Phyllopharyngea"
"SELVA","Summer","Ephelota_ASV_662",3,12,1,0,TRUE,0,0.333333333333333,"0/12 vs 1/3",0.2,1,FALSE,"ns","Ephelota sp. Ephelota_ASV_662","Phyllopharyngea"
"SELVA","Summer","Euglyphida_XX_ASV_18003",3,12,2,2,TRUE,0.166666666666667,0.666666666666667,"2/12 vs 2/3",0.153846153846154,1,FALSE,"ns","Euglyphida_XX_sp.","Filosa-Imbricatea"
"SELVA","Summer","Filosa-Thecofilosea_ASV_15525",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Filosa-Thecofilosea_ASV_15525","Filosa-Thecofilosea"
"SELVA","Summer","Folliculinidae_ASV_3614",3,12,1,0,TRUE,0,0.333333333333333,"0/12 vs 1/3",0.2,1,FALSE,"ns","Folliculinidae_ASV_3614","Heterotrichea"
"SELVA","Summer","Fragilariaceae_ASV_10037",3,12,0,5,TRUE,0.416666666666667,0,"5/12 vs 0/3",0.505494505494505,1,FALSE,"ns","Fragilariaceae_ASV_10037","Bacillariophyceae"
"SELVA","Summer","Gastrotricha_XX_ASV_16593",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Gastrotricha_XX_ASV_16593","Gastrotricha"
"SELVA","Summer","Grammatophora_ASV_10004",3,12,0,2,TRUE,0.166666666666667,0,"2/12 vs 0/3",1,1,FALSE,"ns","Grammatophora_marina","Bacillariophyceae"
"SELVA","Summer","Grammonema_ASV_10016",3,12,0,7,TRUE,0.583333333333333,0,"7/12 vs 0/3",0.2,1,FALSE,"ns","Grammonema_striatula","Bacillariophyceae"
"SELVA","Summer","Halomonhystera_ASV_27076",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Halomonhystera_sp.","Nematoda"
"SELVA","Summer","Halomonhystera_ASV_27080",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Halomonhystera_disjuncta","Nematoda"
"SELVA","Summer","Halomonhystera_ASV_27093",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Halomonhystera_disjuncta","Nematoda"
"SELVA","Summer","Haplogloia_ASV_8474",3,12,0,4,TRUE,0.333333333333333,0,"4/12 vs 0/3",0.516483516483517,1,FALSE,"ns","Haplogloia_andersonii","Phaeophyceae"
"SELVA","Summer","Harpacticus_ASV_13902",3,12,2,12,TRUE,1,0.666666666666667,"12/12 vs 2/3",0.2,1,FALSE,"ns","Harpacticus_sp.","Arthropoda"
"SELVA","Summer","Haslea_ASV_9240",3,12,1,3,TRUE,0.25,0.333333333333333,"3/12 vs 1/3",1,1,FALSE,"ns","Haslea_avium","Bacillariophyceae"
"SELVA","Summer","Hemiophrys_ASV_410",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Hemiophrys sp. Hemiophrys_ASV_410","Litostomatea"
"SELVA","Summer","Heribaudiella_ASV_10922",3,12,2,8,TRUE,0.666666666666667,0.666666666666667,"8/12 vs 2/3",1,1,FALSE,"ns","Heribaudiella_fluviatilis","Phaeophyceae"
"SELVA","Summer","Heribaudiella_ASV_10928",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Heribaudiella_fluviatilis","Phaeophyceae"
"SELVA","Summer","Hiatella_ASV_13195",3,12,0,9,TRUE,0.75,0,"9/12 vs 0/3",0.043956043956044,1,FALSE,"ns","Hiatella_arctica","Mollusca"
"SELVA","Summer","Labyrinthulaceae_ANT10_3_ASV_9457",3,12,0,5,TRUE,0.416666666666667,0,"5/12 vs 0/3",0.505494505494505,1,FALSE,"ns","Labyrinthulaceae_ANT10_3_sp.","Sagenista"
"SELVA","Summer","Leathesia_ASV_8462",3,12,1,9,TRUE,0.75,0.333333333333333,"9/12 vs 1/3",0.241758241758242,1,FALSE,"ns","Leathesia_difformis","Phaeophyceae"
"SELVA","Summer","Lichomolgus_ASV_17960",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Lichomolgus_marginatus","Arthropoda"
"SELVA","Summer","Licmophora_ASV_9913",3,12,0,2,TRUE,0.166666666666667,0,"2/12 vs 0/3",1,1,FALSE,"ns","Licmophora_gracilis","Bacillariophyceae"
"SELVA","Summer","Licmophora_ASV_9996",3,12,1,2,TRUE,0.166666666666667,0.333333333333333,"2/12 vs 1/3",0.516483516483517,1,FALSE,"ns","Licmophora sp. Licmophora_ASV_9996","Bacillariophyceae"
"SELVA","Summer","Loxophyllum_ASV_32660",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","Loxophyllum_perihoplophorum","Litostomatea"
"SELVA","Summer","Loxophyllum_ASV_6533",3,12,1,2,TRUE,0.166666666666667,0.333333333333333,"2/12 vs 1/3",0.516483516483517,1,FALSE,"ns","Loxophyllum_rostratum","Litostomatea"
"SELVA","Summer","Loxosomella_ASV_16675",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Loxosomella_sp.","Entoprocta"
"SELVA","Summer","MAST-3I_ASV_9358",3,12,0,0,TRUE,0,0,"0/12 vs 0/3",1,1,FALSE,"ns","MAST-3I_sp.","Opalozoa"
"SELVA","Summer","Maxillopoda_ASV_13778",3,12,0,3,TRUE,0.25,0,"3/12 vs 0/3",1,1,FALSE,"ns","Maxillopoda_ASV_13778","Arthropoda"
"SELVA","Summer","Maxillopoda_ASV_13791",3,12,0,1,TRUE,0.0833333333333333,0,"1/12 vs 0/3",1,1,FALSE,"ns","Maxillopoda_ASV_13791","Arthropoda"
