"TBS_5_F2_Water_all"	"TBS_7_F2_Water_all"	"SEL_7_F1_Water_all"	"SEL_8_F1_Water_all"	"TBS_8_F3_Water_all"	"TBS_8_F1_Water_all"	"SEL_1_F1_Water_all"	"SEL_1_F2_Water_all"	"SEL_1_F3_Water_all"	"SEL_10_F1_Water_all"	"SEL_10_F2_Water_all"	"SEL_10_F3_Water_all"	"SEL_11_F1_Water_all"	"SEL_11_F2_Water_all"	"SEL_11_F3_Water_all"	"SEL_12_F1_Water_all"	"SEL_12_F2_Water_all"	"SEL_12_F3_Water_all"	"SEL_3_F1_Water_all"	"SEL_3_F2_Water_all"	"SEL_3_F3_Water_all"	"SEL_5_F1_Water_all"	"SEL_5_F2_Water_all"	"SEL_5_F3_Water_all"	"SEL_6_F1_Water_all"	"SEL_6_F2_Water_all"	"SEL_6_F3_Water_all"	"SEL_7_F2_Water_all"	"SEL_7_F3_Water_all"	"SEL_8_F2_Water_all"	"SEL_8_F3_Water_all"	"SEL_9_F1_Water_all"	"SEL_9_F2_Water_all"	"TBS_1_F1_Water_all"	"TBS_1_F2_Water_all"	"TBS_1_F3_Water_all"	"TBS_10_F1_Water_all"	"TBS_10_F2_Water_all"	"TBS_10_F3_Water_all"	"TBS_11_F1_Water_all"	"TBS_11_F2_Water_all"	"TBS_11_F3_Water_all"	"TBS_12_F1_Water_all"	"TBS_12_F2_Water_all"	"TBS_12_F3_Water_all"	"TBS_3_F1_Water_all"	"TBS_3_F2_Water_all"	"TBS_3_F3_Water_all"	"TBS_5_F1_Water_all"	"TBS_5_F3_Water_all"	"TBS_6_F1_Water_all"	"TBS_6_F2_Water_all"	"TBS_6_F3_Water_all"	"TBS_7_F1_Water_all"	"TBS_7_F3_Water_all"	"TBS_8_F2_Water_all"	"TBS_9_F1_Water_all"	"TBS_9_F2_Water_all"	"TBS_9_F3_Water_all"	"Unknown"
"SEL_FAL_PE1_Biofilm"	5.98005774545033e-13	0.00369628848839044	0.00402527440561981	0.0132768004650641	0.00432260472479866	0.00186838147964914	2.32301936670535e-05	0.000141452856475964	3.02003369470359e-05	0.0109397366624642	0.00292077159826273	0.0439738953693354	0.00367638065420438	0.000954050967433778	0.00776757951969343	7.03869961199566e-08	9.1562250688226e-06	0.000277156208381749	3.47858823606145e-07	5.62199794444759e-06	9.97891877348228e-05	0	7.42871356902987e-13	0	1.22793336383698e-06	2.13613269995625e-06	9.64208548385803e-06	0.00177322360296103	0.00467291898500458	0.00452428705422648	0.00310595666628323	0.00178449132993373	0.00593356531336634	4.48892829582996e-05	0.000245376098241265	0.000169865852924525	0.00680709672999382	0.0105692591841859	0.00407625924572358	0.0328480299111393	0.0132424269603685	0.0533484054910796	2.43206322697158e-05	0.000135538279717689	0.000181174074220136	0.00120300349207862	0.000256486921421176	0.0008840073005438	4.13923008647554e-12	1.11787133561053e-11	7.48160771597795e-07	6.69186862367695e-07	1.7866087228263e-06	0.000994970120400424	0.0142264033225333	0.00181579057147817	0.00241608217583184	0.0012799120662876	0.00377304484660646	0.731638214776702
"SEL_FAL_PE2_Biofilm"	4.9385061885768e-07	2.58453245169021e-05	3.44032052878766e-05	1.20192283080989e-06	1.25084926177313e-07	4.22776146467873e-05	3.09340797340532e-06	0.00011952811255263	1.49911767037847e-07	0.00929238098895095	0.0457161753937863	0.0834024117513177	4.99836321694587e-08	1.78940135955788e-05	4.86221809053686e-05	5.229862367452e-07	0.000125039550535096	0.000527800541016484	7.80553072604246e-07	0.000181379246266189	0.000512872392836067	2.2291696501791e-07	9.0219774732229e-05	4.03829058728603e-08	0.000499525133546799	4.07803867404788e-07	0.000195853299965785	0.00917797702438134	0.00113659041294104	0.00903506422472601	0.00107609873622123	0.00394572899326323	0.00608218038932516	1.2382778633067e-06	6.27097398684449e-06	7.54352680300478e-05	2.74384462082123e-05	0.000113033126508018	7.06094645849859e-05	0.0117667934616044	0.0242771918197774	0.0135765835355309	3.98752606556511e-06	2.62106132751339e-09	1.2768536917959e-06	0.00609116983770708	0.00625184752298206	0.0135008076202371	1.44857591727715e-06	0.0034044726409809	1.2702518527812e-10	4.71752118319503e-05	4.74742761444596e-11	0.00087798779465373	0.00143243505173273	7.35315085637532e-07	0.00125235163282194	0.00225615539020361	0.004082993705908	0.739587601040413
"SEL_FAL_PE3_Biofilm"	0	0	6.95805005167049e-07	2.02593203551191e-06	0.000908395969420914	0.00409266579223524	0.000118142118890452	0.000250657130617545	8.03452770883171e-05	0.0303813393812848	0.0402936257330995	0.0706824098683396	0.00535359473867968	0.0032969582392963	0.00073713076560506	0	0	0.000659612741580605	3.86494010207625e-06	2.26981344107786e-05	5.81964684796222e-06	0	0	0	0	0	0	0	0	0	0	0.00571456832379373	0.000169473512688174	0.000329998689313573	0.00255711823219486	0.00226791038694619	0.00449580650337112	0.0073529298890259	0.00974615086906853	0.0516714877269102	0.0528206938830421	0.0392497767339877	2.64546257488487e-05	0	4.44067907053046e-05	0.000526577764829336	0.00223385770676312	0.00305004651826928	1.42667718107012e-07	4.82591475919515e-09	0	0	0	0	9.24128830337336e-06	0.000396379624781939	3.58558310536477e-05	0.00137868801101409	0.00299076057491865	0.656041686805098
"SEL_FAL_PET1_Biofilm"	6.05715128358764e-09	3.72007144479387e-05	3.56159163148065e-05	0.00253423333093356	0.000694063495547088	0.00157306751896593	2.23732935631089e-06	5.20710087742908e-05	6.74347549734152e-06	0.0278274430206701	0.00998355968220067	0.0552145295568016	0.000199135961642668	0.000559865109482497	0.000386087938334135	3.2960281616492e-07	6.13756118159087e-07	4.20035598997801e-06	5.75165406800845e-08	4.45349298147008e-06	1.20695032958017e-05	6.0579401138381e-09	7.22444735494258e-08	7.69835687361398e-09	4.29862082052329e-07	1.00141612483645e-07	5.23970355831884e-10	0.00397760979285761	0.000608197062102227	0.0105377084197191	0.000632397835106613	0.0735744908280195	0.0314012714748036	4.20024534859268e-05	8.67714119106133e-05	0.000175319407110912	0.00090922046094801	0.00230331292057679	0.0015908063869367	0.00251397459378315	0.0113006012767284	0.0205116828463515	7.91693450503039e-07	3.80099326946077e-11	5.98641439692704e-12	0.000203600131831871	7.07516881461488e-05	0.00024196112312949	2.83517636661826e-08	9.18574929691431e-08	2.55242041360502e-08	1.08638272676492e-09	2.63335754677465e-07	6.20429615751865e-05	0.000245130916290969	0.000561181117276552	0.0107544804015472	0.00450617921317979	0.0197363462210784	0.704323556290161
"SEL_FAL_PET2_Biofilm"	3.49185793004659e-07	3.61862743514669e-06	1.26061353683752e-08	7.55375899893745e-08	0.000263428363239378	7.46739379405329e-06	1.94055549813367e-07	9.2766260675847e-07	7.3559957727021e-06	0.00738081663582238	0.0351852863079875	0.165766708827411	1.72711220695406e-05	4.10073299014695e-06	2.29804531744924e-05	1.20634035124426e-06	1.76170508977811e-05	2.90666451477744e-05	0.000154109046477672	0.000128762624356378	0.000427521272126952	4.57828896588995e-07	9.9584282819604e-07	1.00900760988628e-07	3.29592463495622e-05	0.00013059852271113	0.000664062917894816	0.000340922795094286	3.05945113064254e-05	0.00140492957458792	0.000171692772714028	0.00194632493159917	0.0406595970109344	0.00048639468397668	5.33470573393704e-05	0.000278121837608007	0.000239657339866814	0.000551533689381773	0.000609706462877292	0.000569004313727921	0.000837038189505468	0.0155341739774611	8.6384361353678e-06	3.25850400374199e-08	1.56161484213966e-07	0.00269634325846833	0.00151787118309726	0.000986561501701232	3.85009540650296e-06	3.5327302013608e-05	0.000103727166522185	0.00199172231993277	0.000418973187154226	0.000162235618203407	0.00242703706936854	0.000107955377973696	0.00772224765203146	0.00390007650333152	0.0250698433181732	0.678886310369811
"SEL_FAL_PET3_Biofilm"	8.62975284780349e-07	4.73240685337253e-07	1.06966150473112e-07	9.79028109291844e-05	0.0071903003715428	0.00734750486264732	1.46381298325527e-06	1.0469335115954e-06	1.61248011299162e-06	0.0354085190220591	0.125730072619799	0.176692792176629	7.40713099451917e-06	5.84056342123698e-07	1.85781724109385e-05	1.58420316237297e-06	2.88041399455557e-05	1.51227473811814e-05	0.000375669286662644	0.000648518908276452	0.00217521524539494	1.17327502790222e-07	5.37683742674406e-06	3.16135384316074e-08	0.000216680109026796	3.26297055544879e-06	0.000144856020321477	0.0077836674302163	0.000380071254879438	0.00402924586202798	0.00115748736464252	0.00303584572889447	0.00599922218488578	1.46916164630483e-05	2.44758141412181e-06	5.37235497081413e-06	0.000356354428901204	0.000643164344720181	0.000703547789862285	0.00466365899275994	0.0155262411912764	0.0174006374460119	5.28691086219981e-07	1.65387583278834e-09	3.70161322751999e-07	0.00570262256121931	0.00773106910643145	0.033384333157956	4.39714148870868e-05	0.000257283028674928	9.48837418976698e-07	4.5869114459264e-06	2.44377808969967e-08	3.33098659644269e-05	0.000368839504306074	0.00247469476535885	0.00112589202327803	0.000361365859181085	0.000922007560106176	0.529772027846501
"SEL_FAL_wPE1_Biofilm"	9.55929317192467e-07	8.32573378879257e-05	6.33997868410481e-07	0.000224658819997825	3.86612226141413e-05	3.16874287694099e-05	3.95753203629406e-07	5.22316444900821e-07	1.88925182139736e-05	0.0328334597404512	0.0666303993345589	0.133875097344026	0.00014201030440225	9.7731567961402e-05	0.000310582872309524	6.55083866639401e-08	9.79445673010462e-06	0.000143472666173772	2.83539060314422e-05	6.10095623041e-05	0.00120338635434034	4.07482690847973e-08	0.000380898082169743	3.27639889358446e-06	1.59927658320586e-06	7.72932719251337e-08	7.10516528205261e-05	0.0126654102016136	0.00220475653288862	0.0114690067737519	0.00262286055254408	0.0119992171776479	0.00188406015152207	2.94296837153756e-05	5.97344390526797e-05	8.98572815543351e-05	0.000389192806105622	0.00103620429022387	0.000580938526977775	0.029778308066189	0.0160998742751003	0.0197602173672476	1.34716699100491e-06	3.6653538382111e-05	8.85978195160816e-07	0.00649974983007818	0.00720835746933174	0.0292676815376624	4.98620743724918e-06	0.00110764952570217	5.71208523682537e-06	0.00185975216604429	6.48793932412023e-09	0.000162687080132075	0.00759617788469845	0.000154914717084326	0.00370242331071902	0.000807240719614736	0.00141736196983387	0.593305371804781
"SEL_FAL_wPE2_Biofilm"	4.57557198863632e-07	5.34317951564741e-05	3.84925229342591e-05	3.50515007407473e-07	6.22221655357115e-05	1.88918689883507e-06	6.33813462754465e-07	4.24187906304307e-07	1.51246100971179e-07	0.0449605504095129	0.041157114790915	0.0419609318224567	4.84578418245564e-05	9.12699003051583e-05	3.93197771697264e-06	2.382560139992e-06	0.00178220396156793	5.49199647134745e-05	7.00925995551876e-05	9.38603465233641e-05	0.000416130898403271	2.08542599069967e-05	0.000150804307132894	8.58880901778502e-07	6.29896975241668e-06	5.93063989935634e-06	3.94103766101159e-05	0.000474835324297249	9.88238093111746e-05	0.00356543303656021	0.00100183554568199	0.00146563817675484	9.13554754240392e-05	0.000147282838439511	3.23043528542098e-05	0.000214511433133899	0.00136083673307841	0.00105496167931271	0.000108504297984157	0.0101957164006426	0.0182976345473122	0.0327899532522064	4.42653431792114e-05	5.74415658455183e-10	5.01781838520269e-07	0.0045171850898122	0.0010252299179927	0.0126954553047356	3.50652422732745e-05	0.000447341880463832	4.57689376394537e-05	0.00152529395606778	8.57751851443582e-05	0.000383497901932177	0.00206938901083615	5.93924646851912e-05	0.00238260245827375	0.00118886253712401	0.0022158219142788	0.769354866098274
"SEL_FAL_wPE3_Biofilm"	1.05584712553687e-06	0.000122814469703056	4.82009914283671e-12	4.25238435956088e-06	0.000106803532421092	6.43884829812828e-05	6.88444852042243e-05	5.78921383575278e-07	1.19755155763432e-07	0.00978162406023241	0.0960536817461902	0.137437360397616	1.48780570724844e-06	1.74109419640207e-05	0.000134208232943503	1.97018310726037e-06	9.59331717986381e-06	8.64109828854832e-05	7.73624931805511e-05	0.000273236502723021	0.000367020450446141	2.98137628691555e-09	0.000178029388791351	1.37191184290524e-08	0.000120142923464195	3.85146773633294e-08	0.000255429560604571	0.00167225771131424	0.000184302815580557	0.0115252308777933	0.00195893883712394	0.00288297032089908	0.0115305151346498	3.30111811316633e-06	0.000118063517238974	7.65992555396947e-05	9.81950354742187e-05	0.000330977010238396	0.000861601358073709	0.0213227445878589	0.0161844036610364	0.00853131529443542	4.44969278801466e-06	2.32076138486684e-10	3.54790045792796e-07	0.0187626589012501	0.00660240529116697	0.0164887294953612	3.64830626059676e-06	0.00113363700401085	2.76568333041951e-05	0.000272105917648007	7.75887717811157e-08	0.000275427827908489	0.00228682737302466	3.30436059791151e-05	0.00123002625137499	0.000142966384705806	0.00792297139134442	0.622367714492247
"SEL_FAL_wPET1_Biofilm"	4.36381309226267e-09	0.000282749504286092	0.000367327763834219	0.000260966422676457	0.0133358204087939	0.00243202109575381	0.00013185672542388	0.000301356546518354	0.000305934573214101	0.0779149714824498	0.00547934949292071	0.165147163200875	0.00378127361858417	0.00468913029092287	0.00936086042501014	1.76559473382053e-05	8.41079954283291e-06	0.000198863834485138	5.45402989898741e-05	6.93430073285518e-05	0.000237232010656701	2.18469517048835e-10	1.40328133776752e-08	5.10165165213613e-10	3.43143740268209e-06	9.2236085776987e-07	1.15848659896476e-07	0.00226450297909478	0.00574866347356052	0.000937550679736411	0.000655839363500544	0.00187449805521747	0.00357096266780416	0.00243342858201737	0.000691779716892111	0.000573246556034724	0.0197890867951236	0.00692553085619445	0.0108969156834807	0.0463767002207393	0.00587172793013392	0.0794782233240564	7.57008413353847e-05	3.16027661446265e-07	3.73556513587897e-05	0.00010836026134344	0.00171872964866628	0.0063926224698391	6.33575841131335e-09	7.86759179200377e-09	3.23695948365358e-08	7.69382253279209e-14	4.55055333683257e-07	0.000595899951056781	0.00379730465100586	0.00145876383760884	0.000723452597333067	0.00267799726392259	0.00155637347672229	0.508386648588417
"SEL_FAL_wPET2_Biofilm"	1.31200461556798e-08	0.00231681687344182	0.000335868059840292	0.0127287135186921	0.00344181142768163	0.000578838172985009	0.000158771457234635	0.000197939029735757	2.40404990698363e-05	0.0690555001017853	0.0756639184865662	0.0932595939856832	0.00194445442565076	4.02828250398646e-05	0.000269373069304167	0.00287866970943028	9.16392438997925e-05	0.000237340077983215	7.77506520269793e-06	4.78257226216149e-05	0.000985691591423157	2.25474605242729e-07	1.04373429201136e-06	4.74169816082972e-07	5.76071644885585e-06	1.27033147527548e-06	2.16904203775512e-05	0.0169333041457243	0.00649224693396227	0.000639249851818336	0.00833089261391801	0.0233066758787772	0.0164680659379148	0.00111343015983046	2.54995276809456e-05	0.000484138695432781	0.00326758785741533	0.0059560705027346	0.00211338744533486	0.0178646739043812	0.0134308910209772	0.0638158206579437	3.92020866946336e-05	2.76845670295595e-07	9.78702671254261e-06	0.00281832243472373	0.00051770486889075	0.00210021550691854	6.55209496028358e-08	6.45547762249605e-07	2.51056251973199e-07	1.4120297865992e-06	5.13877110350277e-06	0.00154561612189157	0.00425079794182584	0.00377997642126775	0.00426007007127073	0.000981360412650108	0.00286050686489375	0.532291374026557
"SEL_FAL_wPET3_Biofilm"	9.84022113282285e-09	0.000104729096171963	1.22508654605214e-07	0.00299477694838523	0.0106934446146767	4.48975389902217e-05	7.94319923665773e-05	4.73016501855441e-05	1.73421630039886e-05	0.0110286358982113	0.0262313320905594	0.118163108667817	0.000447682447893223	0.000558574452616169	0.000152975545717828	0.0010664328044348	6.88080799812918e-06	6.32371009149363e-05	0.000192727093625335	0.000282813848263478	0.00270543472074357	4.0318287305472e-09	6.66765193294581e-07	1.55454158552545e-08	1.07229457918383e-07	1.46201487259935e-09	5.82219452391278e-08	0.000430809444142366	0.000268272177718412	0.000493568274607484	0.0378890253692355	0.012188309825525	0.0232558617893026	0.000832631919758338	0.000435824613940568	1.60311034263076e-05	0.00197671327541864	0.00081526308675297	0.00127401766233437	0.0342546994274311	0.0515037202133202	0.0475424017164814	3.3749111224457e-06	3.07846566150212e-08	2.99115486961705e-06	0.00337421469452582	0.00206955343763497	0.00971262525219683	2.39045250450797e-07	2.69325070310894e-07	7.33831641618912e-10	1.25105151248804e-09	7.26975062000901e-08	0.000461256570077517	0.00789205395286456	0.000435826276578417	0.00149613767573834	0.000904300030608123	0.00063382377966721	0.584953333440047
"SEL_SPR_G1_Biofilm"	3.05511302839838e-07	9.71115373024503e-14	1.05349783280335e-22	2.81582405645501e-05	4.72343823171508e-09	3.84063267941062e-09	4.77124465288984e-18	1.69086904230121e-12	5.3714521729224e-13	2.14831048761729e-13	0.00045111743263169	5.20872267012978e-09	2.66943968013282e-29	1.03105104704005e-31	1.90457031499443e-16	2.87444519973466e-05	2.66619808169065e-12	1.2100998211325e-15	4.93037937229391e-05	3.81929242884592e-08	1.33156564637575e-05	3.24907373469955e-05	8.34302305654439e-05	4.49039966860597e-10	0.00109993928436824	0.000408142004472576	0.00214061020373759	0.000543235118975791	0.000182245572584854	0.0250066575449384	0.00257714714169694	0.179381023250848	0.10493432555696	2.85934447072439e-07	6.05890244773892e-07	5.76498793333126e-08	7.45541357714456e-15	2.95666849064547e-05	4.33967023648624e-11	0.000240112113483747	1.69173552414846e-11	1.58040607487451e-14	2.09937961602079e-10	2.95375454991784e-17	3.0612796453727e-12	0.0027131665194136	0.000470153167754112	0.00108020195332278	7.3749238828551e-08	0.549394358897936	1.94249667409501e-14	7.38657979946626e-17	3.41478909122008e-17	0.00112483047969404	1.18666586642054e-06	1.04132692783243e-05	1.56681784045067e-08	3.46615897425525e-07	1.64749122487739e-09	0.127974378666468
"SEL_SPR_G2_Biofilm"	2.76021144475508e-07	1.80383414582421e-08	1.65468212999735e-06	2.39805187095432e-13	2.64665084561797e-10	5.27601648639759e-09	5.53410733866006e-10	2.21961580905053e-08	2.92227680220876e-09	1.73809106082423e-08	3.06898786476949e-07	3.01106789071363e-08	1.38325688158623e-12	2.11824249556674e-14	7.53504126712152e-11	9.39316906909524e-10	0.000114892560963307	2.22254449794909e-08	1.06140087030179e-08	2.99521284191988e-06	2.69581471166974e-06	9.74863430966987e-06	0.00162584026631248	0.000709107887213418	0.00396505935111586	0.0028045963375791	0.00334874194628561	0.0122495372668928	0.0310857771632857	0.00471814008819663	0.00182021095520944	0.000596710949970667	0.00907333558695611	9.97961494520329e-05	9.90368850563688e-05	0.000113824441993128	1.84177892682548e-09	5.65384803609116e-09	3.34718734545401e-08	0.00248269868089176	3.34708260386007e-08	2.92178595097455e-07	1.40982039769316e-07	1.24467693587542e-09	2.65128008546745e-08	0.0115383298479677	0.000318906482419344	0.00766918386846548	1.6149315717208e-06	0.0322924557121258	3.72105471383007e-09	3.05876543150436e-06	0.000125347166843486	0.133012358637378	0.000506189474718663	2.00572326809486e-06	0.00407036422473455	0.00195226638301395	0.000205167791038089	0.733377097534008
"SEL_SPR_G3_Biofilm"	6.8724241633338e-05	5.7354762099439e-12	3.23180800203356e-24	1.60186567318334e-23	1.78372642152076e-10	9.67375240132483e-05	3.32704808501554e-05	4.5456675023344e-11	9.21199345640649e-10	1.87242622925589e-22	7.17110336381317e-09	8.20710113585311e-17	2.78102328139641e-05	2.48173435145943e-32	2.93912965694825e-28	0.000137248253381065	5.30564895512427e-05	8.56871878262264e-05	4.740082999208e-05	0.000264417566450611	0.000210858177409466	1.82812797447563e-09	0.000350333880044579	1.83027935764769e-09	0.00639324388718927	0.0390751555851159	0.000158724018509342	0.152989752362577	0.00457738126280981	0.0815205160569944	0.000282167384359239	0.0232181920504917	0.162892839004424	1.2989738522822e-09	1.27633989223411e-07	0.000224396372577425	1.33886628834468e-15	4.29773647527968e-18	5.8878377434777e-05	0.00403274915148495	1.68470559045036e-15	3.37886632602127e-05	2.08767674992895e-20	1.96336992684395e-26	3.08681664913638e-05	0.00131472761263963	0.00020991991160733	0.0210909419189007	1.92988436710846e-07	0.0209601347563518	5.04617956524872e-05	0.000137777284865986	8.45965443735236e-17	0.0180342938909893	0.000426889838306227	2.89936797076011e-07	0.000196457733822926	4.43676760508171e-05	2.74845975432345e-09	0.460669203786193
"SEL_SPR_PE1_Biofilm"	4.81178789360274e-07	1.32560518228508e-06	2.86807686113641e-22	8.91617849842842e-05	3.94829193090227e-05	6.39222130365983e-11	1.9902441839607e-12	2.86608763865652e-15	4.50289378457443e-05	1.53753258114405e-18	3.62348700684669e-14	2.9648443890736e-05	1.38849000704648e-13	7.9928587414907e-31	1.96786601786815e-05	2.06183914643607e-13	2.43070434814124e-11	1.15166991419884e-12	0.000203262533191294	7.10924715477766e-05	0.000472713239131375	3.749661809692e-10	3.28143303643721e-05	3.54393668388272e-05	0.0107355934131464	9.75774529222641e-05	0.00731573838500594	0.0364533275721228	0.000303597756528701	0.00657178259558395	0.000620018316606076	0.00234676970568282	0.00151108077765994	6.74528798370993e-10	2.14845356939987e-07	3.13763731808447e-11	6.32319872036678e-19	2.95641951274417e-05	2.88425168839974e-05	0.000858995739638779	6.81597046532455e-05	1.09924868617605e-11	3.82355999946593e-15	9.02621730621588e-16	3.98745236909339e-16	0.113678477581721	0.000751176164665822	0.0745059656036391	4.20347814115004e-06	0.0668300564761052	6.58844050492957e-05	0.00375508505197976	0.000519674104911413	0.0456156829777753	0.0174293669346298	1.22073649517033e-08	0.00547352123723796	3.55832918732315e-05	7.40553269673269e-05	0.603279861526141
"SEL_SPR_PE2_Biofilm"	4.91966098632401e-07	8.13628943697905e-11	7.80970468028734e-11	2.34814434283039e-14	3.19721119226412e-12	4.29738956797531e-11	1.56631404872673e-10	0.00015966869437965	1.19387114610652e-08	3.26411753937258e-12	1.07051634470107e-09	1.08668393321458e-09	6.04360782652125e-16	3.57819845294758e-22	7.59055723002715e-12	2.16919673631608e-08	4.44378325256771e-06	9.18008344078117e-10	1.02040077145079e-05	0.000139481661794358	0.00146776037705399	5.19187254918701e-05	0.000497590319340305	1.6670854800827e-05	0.00414093724954624	0.00388069998931966	0.00151121387832316	0.0206509451834935	0.00304803731103329	0.0869912394859111	0.00369825386203747	0.0388957133063417	0.0287795499795417	2.83174828580405e-06	1.07696600008624e-05	3.091102240316e-05	4.51495641090503e-11	7.39501831253067e-05	6.81552316337843e-05	0.00230363637818234	6.69242423794437e-09	2.17251228170259e-10	2.72780588464788e-08	3.97622945964213e-12	2.49721010905623e-08	0.0041942737395815	0.000125220878100804	0.0513416350719843	9.67093770539184e-05	0.0884710040346344	1.59691083290103e-09	4.72849471105397e-08	9.27084507032206e-07	0.218515837361782	0.000380315979025065	6.13601634225901e-06	0.000358514450208077	8.17181759085254e-05	1.11540737840227e-05	0.439981333728134
"SEL_SPR_PE3_Biofilm"	0.000159318472398457	2.62043355418767e-06	7.95392191274938e-17	2.9139873297319e-05	3.12543310354842e-13	1.65311869713183e-15	4.47424927356046e-13	1.88516125989265e-10	2.52791357929612e-13	1.31167819698521e-14	3.23244289612973e-05	2.14559231823536e-13	5.48647488152878e-15	1.3030563034053e-24	7.53574089492441e-17	0.000132132839930769	8.79041767862802e-06	1.74031422737254e-10	6.24647537613958e-07	5.29009854679811e-05	0.000182076414300138	2.24889937362777e-06	0.00121740077334985	1.29375194399424e-06	0.00319599480676126	0.00428783654835148	0.00481004423635197	0.0658444246108849	0.00990583809756508	0.121599985966772	0.00500123239953376	0.00834245767909572	0.0864537465071891	3.0040346272959e-07	0.00014257876417891	1.07719280243403e-09	4.78501207943367e-12	1.85910960072235e-14	3.09898977356956e-05	0.00346302198956063	5.44439042067673e-11	9.29180276071402e-13	6.91672995522662e-13	5.57451531150076e-18	1.77696200182771e-13	0.00874571295368697	0.00120514018824308	0.0555527062654362	1.8668494911216e-06	0.021696787078141	1.38255025366919e-12	7.74289308427779e-12	2.32513583965842e-13	0.0601446539532277	0.0475077655064065	2.17062620510995e-06	0.000431794542208334	0.000154950470762047	5.84566110520952e-05	0.489598669598511
"SEL_SPR_PET1_Biofilm"	3.9641901960184e-07	3.36013763218399e-12	2.01646842032043e-09	2.51585676480069e-16	4.09537885136384e-14	7.05212465119432e-05	3.01948033692781e-14	4.82363956197404e-14	6.69332890145406e-13	5.7158095875824e-11	0.000143545464015342	1.77743648615011e-08	7.41592936823922e-09	2.77169638744011e-14	2.51484463923947e-10	1.28386480792719e-13	5.84071506974341e-07	7.50618013121921e-11	5.0855470048387e-09	0.000149557473394669	1.902581189356e-05	1.00472076487593e-05	0.000169567547767147	2.34481331787825e-05	0.00783105567432614	0.000738432612044485	0.000429586065403133	0.179997648677213	0.00107909873190318	0.00857359193471106	0.00030430722984259	0.00366138621896041	0.0198252001818005	0.000140969595849164	0.000501923808546587	2.75597870006711e-05	2.70088773655348e-11	7.04824971749181e-05	6.51054291975638e-13	0.000710266104599831	4.37756180392932e-06	9.36205347825457e-11	1.79137615290478e-08	2.46507798345838e-09	3.3386557776226e-07	0.00807661956274451	0.000317854544343735	0.0110763300781743	4.4310774833963e-06	0.0345908910899216	1.25432268387895e-08	1.35076307465164e-07	0.000250539589039295	0.458184392378127	4.73412797296813e-06	2.25820380741781e-06	0.000598387739067938	0.00159370507991152	0.000122493383931006	0.260694248423808
"SEL_SPR_PET2_Biofilm"	7.51859173697095e-07	2.41430878836533e-23	8.49353655245556e-05	2.3250434355729e-10	8.47680286791223e-21	3.27724950766335e-05	1.54520167830257e-15	4.19294176220298e-23	3.8847515693536e-17	1.29859861356129e-05	4.72265331634056e-05	5.65409145972682e-16	9.40157433183229e-29	4.13652999222405e-35	5.29230524106825e-05	4.22324227249029e-24	8.26314709951024e-09	5.40129741071465e-09	1.52925308302145e-05	0.000514770928211379	0.000242500907415323	2.91961220521661e-09	5.16786108480447e-05	2.08234066479168e-06	0.0119389414021075	0.00108894043391098	0.00590401617997397	0.12567496674302	0.0037838455561551	0.065012375537595	0.134109387465223	0.0404154666093788	0.116978438668271	4.09039667974623e-07	5.49447771215955e-07	5.31650142643131e-05	0.000116408395154942	9.57437495802167e-21	1.02259951595911e-10	0.0018430288510409	1.0095396578406e-17	5.8871779135004e-10	3.70595182795876e-05	9.28014185002302e-22	2.80130757950457e-14	0.00010288667051417	0.000158237154341991	0.0290155334503169	0.00150762776242733	0.166649913326777	1.02934450214359e-06	3.71814016061904e-05	6.87087292513312e-12	0.0153151972227906	1.67862740561141e-10	4.74323917117724e-05	6.38418016828653e-10	0.000376577608981104	4.32409193024379e-05	0.27873020495474
"SEL_SPR_PET3_Biofilm"	9.16357635449212e-07	3.92019145577516e-25	2.35473318818504e-32	2.62887148621602e-21	3.82810004025107e-21	8.7744419259763e-16	5.30890533510724e-12	4.19966819731443e-18	8.25758613039995e-10	1.16121119886724e-05	0.000188351289774544	4.52151456713263e-06	2.38006186271082e-10	8.8023662835678e-17	7.52094655488797e-05	1.48887190026319e-11	1.99150586924408e-05	3.7875988894669e-11	0.000140783972759073	1.23848241689168e-05	0.000771876481133935	4.10852710438022e-09	0.000587803373222956	2.352159093963e-09	0.00961280119040046	0.000338553621842273	0.00913327176756385	0.0370531214836374	0.00336544815944412	0.0653981367735654	0.350002985822362	0.000356046938365954	0.00013346624155126	3.23283647698964e-08	0.000169382383842649	7.49489207096122e-07	2.54640144677539e-11	8.56749841140466e-21	6.39922389370197e-19	0.000863228986672781	8.74920225811402e-12	9.50689989878366e-15	0.00013215805656808	9.26190085150755e-21	9.62314332507501e-14	0.00429481011919313	0.00076692013658755	0.00490703854133301	0.00053049506371682	0.0325280412792403	8.59958165027018e-19	1.74972332774084e-12	1.01956833458237e-16	0.112020868621752	1.33370333075047e-08	1.82082373520417e-09	0.000191140632445114	4.70644503918167e-14	5.17016843656015e-11	0.366387905084652
