"TBS_5_F2_Water_all"	"TBS_7_F2_Water_all"	"SEL_7_F1_Water_all"	"SEL_8_F1_Water_all"	"TBS_8_F3_Water_all"	"TBS_8_F1_Water_all"	"SEL_1_F1_Water_all"	"SEL_1_F2_Water_all"	"SEL_1_F3_Water_all"	"SEL_10_F1_Water_all"	"SEL_10_F2_Water_all"	"SEL_10_F3_Water_all"	"SEL_11_F1_Water_all"	"SEL_11_F2_Water_all"	"SEL_11_F3_Water_all"	"SEL_12_F1_Water_all"	"SEL_12_F2_Water_all"	"SEL_12_F3_Water_all"	"SEL_3_F1_Water_all"	"SEL_3_F2_Water_all"	"SEL_3_F3_Water_all"	"SEL_5_F1_Water_all"	"SEL_5_F2_Water_all"	"SEL_5_F3_Water_all"	"SEL_6_F1_Water_all"	"SEL_6_F2_Water_all"	"SEL_6_F3_Water_all"	"SEL_7_F2_Water_all"	"SEL_7_F3_Water_all"	"SEL_8_F2_Water_all"	"SEL_8_F3_Water_all"	"SEL_9_F1_Water_all"	"SEL_9_F2_Water_all"	"TBS_1_F1_Water_all"	"TBS_1_F2_Water_all"	"TBS_1_F3_Water_all"	"TBS_10_F1_Water_all"	"TBS_10_F2_Water_all"	"TBS_10_F3_Water_all"	"TBS_11_F1_Water_all"	"TBS_11_F2_Water_all"	"TBS_11_F3_Water_all"	"TBS_12_F1_Water_all"	"TBS_12_F2_Water_all"	"TBS_12_F3_Water_all"	"TBS_3_F1_Water_all"	"TBS_3_F2_Water_all"	"TBS_3_F3_Water_all"	"TBS_5_F1_Water_all"	"TBS_5_F3_Water_all"	"TBS_6_F1_Water_all"	"TBS_6_F2_Water_all"	"TBS_6_F3_Water_all"	"TBS_7_F1_Water_all"	"TBS_7_F3_Water_all"	"TBS_8_F2_Water_all"	"TBS_9_F1_Water_all"	"TBS_9_F2_Water_all"	"TBS_9_F3_Water_all"	"Unknown"
"SEL_WIN2_PE1_Biofilm"	4.59580687957839e-07	4.88345866570679e-15	2.78080368066554e-13	2.48576905104192e-12	5.6407745606902e-09	1.02920637476805e-09	1.13689620978014e-08	6.57713611331668e-09	2.38270812163239e-08	0.000926627364321502	0.00155118170521544	0.00214429440069301	1.86424260535558e-07	1.65325494921027e-09	3.02445227361734e-07	7.88423950941273e-08	5.6351613776614e-07	7.06670069926081e-08	1.91450129388713e-06	3.20320708962807e-06	0.000229037432531147	3.00468149866194e-10	3.31815620526864e-08	1.25134199394072e-10	0.000259988303349511	0.00018633209954313	0.00469827307953216	0.0105928953477289	0.0012517592362828	0.000185088781433109	8.37556097723382e-06	0.000402241721755351	0.00042000718924777	0.000199705420438592	4.65737923528341e-05	0.000213890450021697	2.66760756759084e-06	2.10258618679697e-06	2.39783602063756e-07	0.0623070379645417	0.00997925997534394	0.0135187902657034	1.20168974390384e-05	3.74503172209361e-08	5.38174021464034e-07	0.000128286763749595	0.00628505280605689	0.00472290074006058	3.79171064762471e-05	0.00408216052130573	0.00134326335729687	0.0803879595492871	0.00034423530644955	0.000495235636013156	4.8970223411079e-07	1.50845872465609e-07	8.90961682617413e-12	4.12416520124898e-07	6.54650186986521e-07	0.793025455108986
"SEL_WIN2_PE2_Biofilm"	3.30823370110513e-11	0	0	0	0.00027836294451415	0.000107333586525997	6.71714658980004e-05	1.13170971279586e-05	6.04954677972055e-05	0.0186384421657849	0.0377126530801232	0.0154071979312017	0.00289037895450751	0.000468263195747801	0.0017236781157864	1.41878215892959e-07	5.60495134619362e-05	0.000393542415118309	0.000844325832624975	0.00259065102026784	0.0120296710795846	8.87537242496573e-17	1.36994555835367e-17	0	1.41974040834383e-12	0	2.66057903369252e-12	3.85742656032090e-11	2.53995978387108e-10	3.12633170061032e-09	3.20748744624196e-13	5.55638641138128e-05	9.86997554955655e-06	0.0012468282756012	0.00273557257701729	0.000840397830938605	0.00445823942044822	0.00358502046887805	0.00390520104306624	0.222992525780655	0.241364365246948	0.0547087667181136	0.000299540017942185	3.71356948036931e-05	0.000645458056507036	0.00156717054245801	0.00597467308516412	0.0164421235812515	1.0144618145584e-11	2.81058678469041e-10	0	0	0	0	2.81277498620845e-09	2.25228127879183e-05	0.000588882249604037	0.00167656484751662	0.00159141103035947	0.341972484575625
"SEL_WIN2_PE3_Biofilm"	5.99200660666451e-07	8.29146654402331e-19	1.79533461483618e-17	5.36150007728041e-21	4.72214551763292e-06	1.20394793169625e-06	2.59450127274471e-10	1.95966988144863e-09	6.11523913973005e-06	0.00943000954018583	0.0561411728294546	0.0102312838137318	3.87666319167707e-06	9.04419663089431e-08	8.63685354078262e-07	0.000807959975982286	1.18799613851081e-07	1.32858160375551e-07	1.74585362575518e-08	2.53078443350922e-09	2.15423331560323e-05	5.64816301774407e-10	8.43596135958319e-10	1.46463034380191e-08	0.000123928375713425	4.00479766138772e-09	5.17834352028136e-05	0.0187537074648699	0.000171721429455458	0.0175286985547989	9.05872956096678e-05	4.0910842288201e-08	2.87730411250947e-08	0.00142121123445403	7.36725650611096e-05	0.000164122833724821	7.02289558074142e-05	0.000179519819987414	3.42596888901801e-05	0.102669190028985	0.0274144049915831	0.0901537839178848	5.92224229690458e-08	3.94919215577955e-10	4.84192382568035e-08	0.00112059778176059	0.00138516584392224	0.00335330404304415	0.000148750673322813	0.00957639996701061	3.89765907536307e-12	1.85158591867245e-10	6.79592438677845e-13	0.000183317941216726	2.02539352783131e-10	6.05019983686703e-06	1.2306228487499e-07	4.56204884395466e-08	1.23918786267294e-06	0.648674273232482
"SEL_WIN2_PET1_Biofilm"	3.39679847824278e-07	3.55663631897775e-13	6.4830168192814e-19	1.62152276142489e-16	2.13413761797398e-08	1.22810647855278e-11	1.36813705052306e-10	1.0636112196754e-09	8.46703958742778e-12	0.00133116297934884	0.00325214640801927	0.0036742436241604	4.61586619869156e-07	9.43744589110552e-08	1.064423024335e-06	4.68447541445684e-08	7.74917874933305e-07	2.59893271846869e-07	1.66705480566195e-07	1.54995534749306e-08	3.71982344256643e-07	1.45212506198425e-09	6.34867704942029e-08	2.85684331554152e-07	0.00132081950180198	3.97305535752274e-07	2.50805713923179e-05	0.021202659195456	0.00713394210085067	0.00112104548570975	0.000853523311008619	0.000107571538239604	0.000263561006554229	3.24392803044757e-05	0.000114316590512886	6.77649293254016e-06	5.45794418821129e-06	3.25950613845481e-05	2.72812385253635e-06	0.124152522071609	0.0208191302241522	0.00776806965017498	0.00044164114630351	5.71046843132273e-06	2.81802030966149e-05	0.00471317522781065	0.000296552022562707	0.0057736880974796	2.47672772241665e-07	0.0244102218298724	2.9360545386212e-17	5.71268632164625e-15	1.5625814621731e-14	0.00226731058453665	1.70761303825492e-06	1.47605021598894e-06	1.09566769380143e-07	2.25847059429775e-08	7.68477273544156e-06	0.768828114599097
"SEL_WIN2_PET2_Biofilm"	2.85509186109015e-07	1.39174251798973e-27	2.28590880414539e-16	1.5502081814478e-15	4.54087864019434e-08	3.78626918224814e-10	2.05322001224401e-11	2.49339300345655e-10	3.74208600862212e-10	0.00071365525111364	0.00238969056276732	0.00496886491587456	1.40038753311406e-07	6.16001803557369e-09	7.44294764665513e-07	1.00287739580497e-12	9.88242120928979e-10	5.97623813085885e-10	4.33987881475733e-08	2.31700132635585e-09	0.000210185831410586	4.88188956375112e-12	1.0110321042168e-09	2.52433588815912e-11	6.74122039680275e-06	4.13658679512339e-09	5.39956209776908e-05	0.0145221165061608	0.000778009775640278	0.000528722536742655	0.00259605337588007	0.000280791745409988	0.000143373462165896	0.00117303756998158	0.00133641212481296	0.000515060529227095	9.31239886371568e-07	4.4562382485368e-07	3.70556734308506e-07	0.108262199124899	0.0215129372241623	0.0204693587430404	1.89420148062912e-07	3.37958780792324e-10	2.9039580395099e-08	0.00019645307904192	0.000153943627652321	0.000869290172563673	3.35852119935893e-07	0.0302370136801679	1.42443627223233e-12	1.80078828999145e-12	9.69243998959434e-17	0.000120372518013828	3.55418942852866e-11	1.69504265050083e-05	1.59952742958335e-08	1.7506155213312e-08	2.07754988426403e-08	0.787941139074823
"SEL_WIN2_PET3_Biofilm"	7.96676851409795e-07	9.50044899583706e-12	1.28708033218683e-07	7.28689320097047e-06	2.05373625678119e-07	0.000679676626259575	4.25493574365866e-05	7.60463091489453e-07	9.2841985139016e-07	0.00280360025156109	0.00417533936253438	2.57911660252944e-05	9.22263320635284e-07	3.96335563300099e-07	5.17503345507715e-07	7.05348939233908e-07	7.82820152904646e-06	5.3412717129382e-06	3.74835688021428e-06	3.04198439241669e-05	0.00024730356263758	3.14369227437598e-08	2.45853615601587e-07	4.7419245204952e-08	0.000823066002470582	0.000185812554313432	0.000647415801337429	0.00503620404615072	0.00254802429973833	0.000470907617238047	0.00246726198602058	0.000915200858596907	0.0012672341315854	0.000199189540526946	7.08795225070659e-05	2.68382927386123e-05	1.41465013355568e-05	0.00028462557653415	0.000168089456901213	0.0211396031239844	0.00465483831469605	0.00325905081698424	1.65727053342764e-06	2.0181949948596e-08	2.90420773530521e-06	0.00826419406515038	0.00408148690410353	0.0111892617503747	0.000193425624899926	0.00306571599351003	1.91132113202946e-06	3.37155503392601e-05	4.62166368933748e-07	0.000462550840746537	7.84515532230879e-05	2.74665991410113e-06	6.77510270540215e-06	0.000107428188053924	0.000286605818022385	0.92000772765197
"SEL_WIN2_wPE1_Biofilm"	4.31674538503129e-12	0	0	0	0.000102238300391673	3.0883063283806e-06	2.15121846201852e-06	2.10766902339549e-06	2.3850365948373e-07	0.0062698604757754	0.00722001320026621	0.00712794067990232	6.32871666057825e-05	5.24857089094634e-05	0.000218348958661883	1.26148613089261e-15	6.66654452810182e-11	3.59155652066809e-06	1.03357294355723e-06	9.87663116522807e-06	1.24196856932786e-05	0	1.3232855827239e-17	8.55776639112741e-20	0	0	0	0	0	0	0	1.266872144382e-06	1.17195742134197e-05	8.5848160650678e-05	2.33878017780534e-06	1.70103868880342e-05	0.000259398854405206	0.000211997890635092	1.13689716068823e-05	0.00263138914572441	0.00773268087899538	0.00737373476104924	4.14518600130382e-07	0	9.46458786392e-08	0.000193969672117332	0.000231513458632161	1.22464131333853e-05	1.09954660867243e-11	9.86992925370962e-11	5.22426251988734e-19	0	5.70730701958144e-10	0	2.46826373248948e-10	1.06477389556386e-05	4.99591297754656e-06	2.48678327278463e-06	2.63290986739972e-06	0.96011356103753
"SEL_WIN2_wPE3_Biofilm"	0.0590706119217538	2.69000140835166e-43	2.53577576971796e-70	2.83806080531999e-27	2.23793251924302e-23	1.34315161667333e-50	8.23758589061296e-41	1.65523968980012e-18	3.17030950817546e-31	5.32222179487762e-17	0.0322942566212982	0.000579331284334848	2.82009054829683e-42	1.24739265280383e-32	9.35182691411457e-45	2.42518383124626e-57	8.09798651866945e-38	1.64505249354689e-36	8.5193011869109e-13	0.00236040006871486	2.00341058075442e-09	1.25579208689143e-16	1.67859362342188e-22	1.80985150097276e-05	1.85024470566208e-48	3.14310974498634e-60	1.42252713818696e-40	1.23984769131903e-09	1.33696456380468e-11	0.00535893111887301	2.84419544347112e-28	0.00334436479176462	1.1758321843385e-05	2.16492151471736e-18	0.00069194116228662	2.46759621970994e-12	3.11654314770836e-25	7.09501144228153e-16	6.15355988576617e-42	0.0149509920025122	0.0895557768180024	0.0179795479494418	7.12894392712304e-48	1.22424695856939e-85	1.26219215939548e-61	0.00346453351068695	0.00102366725256744	0.00193012122625901	5.23736409430755e-16	3.89050219736176e-16	4.44148147326222e-118	5.18427853087229e-115	8.5650877007571e-104	0.000605970875806046	3.29471804102736e-49	9.45481725416496e-34	2.2873446180634e-55	6.74706596453949e-42	1.00024975861505e-34	0.766759693298896
"SEL_WIN2_wPET1_Biofilm"	4.62345528083638e-07	4.81846191803912e-11	1.0285476139768e-10	1.82348587808378e-06	2.88786537801728e-05	7.299437083632e-06	1.28272763212022e-06	1.20509750891533e-07	1.22501033018141e-06	3.61868536910991e-05	0.00517326134553802	0.00291505217057516	4.79708456885127e-06	4.84675204883517e-06	0.000265777512017033	5.81894388409771e-07	0.000540261307256943	0.000137944697651529	8.52047772116658e-08	5.78757720718191e-07	0.000280868811618574	1.3092971334592e-09	1.69904082390568e-05	1.46106916825057e-07	1.18259231976577e-05	2.68277314963866e-08	6.69127553533662e-06	0.000485844333365657	0.0128189453460618	0.0106755928583578	0.000144194090817535	0.000451296822446662	0.0017958315005049	0.000866717688578402	0.000743832088664869	0.000871701177345344	0.000353550335955816	0.000131902852186278	7.06874296690858e-05	0.0919458390607894	0.0407898672635446	0.0372282300080612	0.000262981547805732	0.00119143598411489	0.0011381938004601	0.0108600388735972	0.000996851587995955	0.0320235917351221	7.41906454095256e-06	0.0203362924365623	1.94460299888614e-11	1.2393129625146e-09	9.79758766689059e-12	0.00695719212505809	6.53726254966115e-07	1.62401777295578e-06	0.000343803690870552	0.00116031750128574	0.000719233877384913	0.715189319342475
"SEL_WIN2_wPET2_Biofilm"	9.9079348018564e-07	3.96981025416511e-35	7.92475328449907e-31	1.23279067120188e-24	5.43537985666432e-09	7.69820926386495e-11	9.91228439896323e-15	4.75392683428744e-13	8.26565777289202e-13	0.00284902413915656	0.000761435003265029	0.0138152696430483	2.10123144542155e-08	8.10244247140486e-09	0.00130239328867382	0.00118430266126482	4.55826709490199e-08	1.15558219534274e-09	6.18399050819568e-12	1.14474410612065e-12	4.77997118122717e-06	3.48119660691082e-13	2.20454159326842e-10	2.00174711973892e-14	1.12924133652514e-05	5.63647958172226e-11	0.000158469200932098	0.0383373829067442	0.000709533709691585	0.0189601065288426	0.000115728640261129	1.26743530604723e-10	4.27229711210282e-11	1.01877721920477e-05	4.15183121417096e-05	1.310014548819e-06	3.61696490843888e-09	2.70365007346163e-06	3.31237023978108e-07	0.0477414047494818	0.0609714414074344	0.064566039434631	0.000321313196863766	3.10962129190091e-05	6.60437347572599e-09	0.00198073552143293	2.95036025400159e-05	0.000802502159230516	5.16454637038576e-06	0.0233150283330507	1.17938223040698e-19	4.07426461585303e-15	4.09331515605274e-15	0.000305903427262004	4.39833949725604e-18	9.3856029542533e-09	1.08020154183311e-07	2.85992722368882e-07	2.54509456028023e-06	0.721660066987844
"SEL_WIN2_wPET3_Biofilm"	5.29945162808236e-07	8.93684706923151e-15	2.29354005683903e-20	2.02946466320254e-16	1.94670085116658e-07	1.95394950471264e-10	1.51102311328305e-08	9.57826719952249e-10	1.38902814996734e-07	0.0150999050926585	0.0386333392509861	0.0114633132038195	4.76455663318013e-06	3.24712106316483e-07	6.26492054880305e-06	1.89566421033475e-06	0.00111172318571758	4.64545988965729e-06	1.46755922383621e-07	5.44905836717896e-09	1.36175141757601e-05	3.59841504044695e-07	6.31384242808287e-08	1.55478907821769e-09	3.15127590223717e-05	4.93549338647703e-07	0.000167512017092606	0.00262235912823082	0.00137233550417147	0.00639447565208256	0.000562055346538905	0.000162551428188818	2.86372866778013e-06	7.78746085688598e-05	0.000257259290114926	5.15888657256933e-05	0.00047178168788964	3.51242321697059e-05	0.000166814200914001	0.105593533505574	0.0290204663376542	0.0606089259549698	1.2590215743764e-05	4.19445860119768e-07	3.61203546368428e-05	0.0100000323812952	0.0024836271120217	0.0114629656549619	0.00014148572845816	0.0532175568062265	9.88474830246966e-13	1.08935271706951e-12	2.03076144359973e-13	0.000294027874024033	4.82559924919677e-08	1.3596328302831e-05	1.61903864211959e-07	1.20151942007445e-06	2.62307324080574e-05	0.64836915780562
"TBS_3_G1_Biofilm"	1.2282709344655e-06	9.42220713331815e-12	1.14947699276816e-12	4.31463560929886e-05	4.03023760239333e-15	1.36950942911231e-08	2.6592821588422e-09	1.30428340831289e-09	5.01728818540252e-05	1.49626629607883e-05	0.00013210559150845	6.36847572394387e-07	1.37977039112723e-08	0.000203468355030123	1.30117411820087e-06	6.14838051079527e-12	4.61044163141811e-09	4.78634660467462e-05	6.2995694462254e-08	9.07027059543844e-06	0.00031274340654561	4.34332543956863e-11	2.94375294284857e-07	1.04652213398485e-09	1.16442081079979e-07	7.76848612350228e-12	3.90416369946246e-09	0.0010440410204382	0.000295127346208953	9.28857446354315e-07	0.00023797707496312	7.41597912868271e-06	5.83360420290621e-09	5.06257027443253e-05	0.000512300547723783	7.68016300354292e-05	0.000151346658887479	0.00017998313571833	3.13129674646068e-05	0.00920688604096724	4.63753664706757e-05	0.00107129389185031	0.000113055446441674	2.17964023327529e-14	2.3055529818261e-09	0.0143854218717026	0.00554099581922598	0.0210576399233633	8.1496585409725e-05	0.00123092775353878	6.1505533425112e-18	2.25339574358078e-15	7.90379657658508e-22	8.14487718228797e-05	0.000216023570105925	5.98914092729398e-05	1.14263341283165e-05	6.96260963480188e-07	0.000292504419068228	0.943198833293981
"TBS_3_G2_Biofilm"	8.81443773588836e-07	3.89956625198864e-15	1.45423681084377e-21	3.83531273231162e-18	8.9352488641249e-12	3.48542598509364e-05	9.5805774490963e-07	6.21979604882672e-10	6.08291496421245e-09	0.000186250284424761	0.000397401000052023	0.000385109995968879	3.37407115088946e-08	4.65567597218587e-07	1.82410447936812e-07	2.95460233027974e-10	8.91341393032540e-09	1.14121940561181e-06	2.45315304101909e-05	1.27960209142588e-05	0.00153064375021156	3.91544900598444e-16	8.65600805292294e-08	5.18323046486282e-11	4.32769287439665e-05	3.26633002846533e-09	6.20930588407386e-07	2.3746508536955e-05	3.64701870220351e-06	3.04678335316962e-07	6.00595645886469e-07	3.16022566936177e-11	1.99098117255099e-12	0.00191390176356183	4.94286838331447e-05	0.00112200554825447	1.37993886430132e-06	7.77339174196582e-06	1.74773664433559e-07	0.0187496975960114	0.00187259892992979	0.00160746921844008	7.99853181697539e-09	1.0906412124873e-13	3.08207480647916e-10	0.0182874510663017	0.00288114333090643	0.0631447135282223	6.64726653359168e-07	0.0036210466128473	1.909463367701e-17	1.74731468160257e-17	5.8775474926743e-17	1.54210832208563e-06	1.14006543433665e-09	3.07336603525819e-09	9.5644864278375e-11	4.66200710428271e-12	3.88758297403395e-10	0.88409144399649
"TBS_3_G3_Biofilm"	1.04715918534225e-06	5.04636774770157e-12	3.74281210612644e-19	2.3528527214316e-09	1.65017925098817e-11	6.01292517182113e-12	1.34492970987017e-09	1.97579639158884e-09	8.66892401658562e-09	2.8901153217046e-06	5.79656500415851e-05	1.26251947006907e-05	1.00251923570806e-09	1.90068141861933e-08	9.26153935293588e-08	1.12228541993862e-13	1.06583059888926e-11	3.08086509608443e-09	1.91861574685726e-06	1.12433816427669e-05	7.7223010635333e-05	3.05902318939328e-10	2.22534650160009e-06	3.80226766678495e-10	1.79516848297192e-05	1.91926574430631e-07	0.000632895025288403	0.000277024747894517	0.000106169760855899	2.10016201891847e-05	1.94367151676432e-05	1.99299404047301e-11	8.77393786115766e-07	7.20713279673098e-06	0.000784071888995185	4.75466709364876e-05	7.9650515397089e-06	2.49397244404598e-07	7.45444651956696e-07	0.00581500098774651	0.000313963646161382	0.000543311004422771	5.43772146106749e-09	1.66719087965469e-14	2.48106014470774e-10	0.00965837218297589	0.0026529739276501	0.0572665007086832	2.93000744285781e-06	0.00192572593119324	2.40511065274399e-17	6.95084544333427e-12	5.58305012961836e-17	0.000248870811628407	3.05938710214168e-05	1.02535374351522e-08	4.82094593570421e-09	2.30795636208389e-10	1.40487886878728e-06	0.919449727317119
"TBS_3_PE1_Biofilm"	1.71582864088125e-06	4.2698322940979e-16	2.84115620765006e-06	0.000100652741082216	4.29722855266671e-12	4.90216847839672e-13	3.65100020227371e-05	1.69990008083194e-11	2.32029820365058e-12	5.02453959915826e-06	0.000175323304168368	1.77054811648584e-05	1.54643347919007e-05	3.09934326690333e-10	0.00015467889954682	1.8218890384238e-17	1.59758912939508e-12	1.59482430423876e-08	5.37211531790705e-05	0.000141668208088904	0.000370068929281163	5.12210912393172e-09	0.000160108714368347	3.29669762090782e-09	0.000232343625241229	6.5763768969537e-07	0.000964468168758719	0.0426607553478261	0.0255635360376037	0.000485735119695068	0.000364066304549395	4.28839562080158e-11	3.61988965356864e-06	7.22371845116746e-06	0.000115410113934527	0.000106744290746171	1.93204675267071e-08	6.5964096332608e-08	9.57804166306244e-05	0.0214741542670925	0.000699908948883688	5.224048947118e-06	9.74876727228425e-06	4.51205326488703e-15	2.14270009953952e-13	0.02342677790707	0.0477694813445626	0.0131719248798824	9.26833024445273e-05	0.0021419147802928	0.000157703436180805	0.000232168896845345	1.51437239521121e-08	0.00125018336160812	8.91277620649781e-07	4.36768955654168e-10	5.21243404733157e-05	1.15599887589318e-05	8.95936466367468e-05	0.817578007231658
"TBS_3_PE2_Biofilm"	5.75871428482899e-07	4.45712089058394e-07	5.81234904057067e-05	0.000131562872001734	1.86192093760613e-05	1.98591455721859e-05	2.55783625320342e-06	9.4291110858654e-07	3.16031960738445e-06	8.92663450726823e-05	0.000150646931435069	0.00110955819561707	8.67652017751747e-07	4.03482672436049e-06	6.73459508827266e-05	9.71642416631314e-09	2.61843161190385e-06	2.27169243791804e-05	0.000394971407229511	0.000107530724952589	0.000418486188577996	1.97587371946237e-09	2.27015406738712e-07	2.35837778257322e-08	0.000179631679109144	1.51118062238315e-08	1.16409452706412e-05	0.00682857149608723	0.00136624687505373	0.000157410934151058	4.4258572011726e-07	0.000161580472033999	1.06366229502895e-08	0.000233262475833454	0.000311039015443861	6.62827554190471e-05	2.68056529906218e-05	0.000134715274249278	0.000208645289772228	0.0200762118248726	0.000459086974519893	0.000164167801895833	3.26231081110608e-05	6.05072328688667e-05	3.55049004990856e-06	0.0362662097231762	0.0451391060305122	0.0761048981563713	2.99472423667548e-06	0.000413566286703375	2.38763657464007e-11	1.18254248283108e-06	1.18483665808958e-10	0.000957863468425908	0.00310399569278398	1.16769750184381e-07	0.000502948611980944	0.000261966009289011	6.17591716207528e-05	0.804096790800599
"TBS_3_PE3_Biofilm"	6.14882320080978e-07	2.94705045814744e-05	3.52396312038729e-09	5.05216934845167e-05	2.35929557176568e-06	0.000125155265080347	6.06811297844189e-07	1.53163099174754e-07	4.32613016142243e-08	7.43722696948237e-05	0.000152117158502247	0.000213943525463057	3.94171911109675e-05	2.65388183150022e-07	2.51568956949148e-06	3.20247498433364e-05	2.78341493491915e-07	0.000194092800241833	7.15873927643513e-05	8.53127856343973e-05	0.000466967547068506	7.24442424284029e-09	1.53563446031227e-06	5.53797996113669e-08	3.01687221002561e-05	4.08406237822702e-08	2.32039833828482e-06	0.00642027859375247	0.00283356311126393	0.000313339980191892	0.000358489583174278	7.21761957016421e-05	1.2285492066415e-08	0.000414629131999618	0.000119790186274111	0.000299978624044361	0.000118509981203606	1.57498822170808e-05	0.000391988641251075	0.00658486868388294	6.71218742257341e-05	4.12013115745609e-05	6.55404239369743e-07	8.9333893390837e-09	3.55408105251457e-07	0.103237129488237	0.00291754908579929	0.0492808419524449	2.30000140367617e-07	0.00148109786510245	1.10212323120531e-11	1.17457258104485e-12	4.75812068907687e-12	0.000177809532025741	0.0051202424562615	6.13181428705385e-09	0.000911148621819479	0.000521659683397201	0.000247224705410421	0.816476391188594
"TBS_3_PET1_Biofilm"	1.79692409226674e-07	6.27683573931703e-06	3.37632925803136e-06	5.42366917550336e-05	1.05618164148656e-09	0.000107868422445404	6.46402447420589e-05	1.97201104403713e-06	3.35478751896471e-06	4.48161642734529e-06	2.55518900772173e-05	1.03330873365646e-05	4.28112496034311e-07	1.37720006580057e-06	1.59768222486425e-06	3.21116417258416e-08	1.31879045872405e-07	9.40147635373393e-06	0.000111343733537374	0.00098553614251592	0.00229718745423584	1.97950242193374e-06	0.00013057828582526	1.38168877807829e-06	8.45935935158515e-05	1.02776859670501e-06	0.000124372002171251	0.000156870143300591	0.000790473902949042	0.000241259537940212	1.22560806797973e-05	5.44175825424216e-07	1.28582410035134e-06	0.000264859487476314	0.000161788599804348	0.00019999034501699	8.03577507326897e-05	2.13700402077577e-05	0.00019583192300419	0.00432196378790141	7.82338508099443e-07	8.59408426395301e-05	1.56773309609781e-08	1.18171658727666e-09	1.13122917939785e-07	0.00833854153945327	0.0074468227697815	0.0269126418898776	2.55043241559509e-05	0.000474896785218889	1.25708275514239e-07	8.51402482430288e-05	3.12099354946828e-09	0.000548478628710808	0.00335675979523999	1.27529315633947e-06	0.000109938065605532	7.68609538164221e-05	0.000133133049111327	0.941920931767947
"TBS_3_PET2_Biofilm"	1.70954544161005e-07	3.20593548880341e-06	1.02721882805752e-05	3.06603147630552e-11	1.10873859200398e-06	1.61440968206115e-06	3.82745168700921e-06	7.43834508278958e-06	7.45073889481183e-06	9.17314233293762e-05	0.0012185759081589	0.00070675981438562	1.98317575060346e-05	2.28778655933254e-05	0.000103711594442989	8.20678425838988e-06	1.78696128939781e-05	3.46901385901921e-05	0.00050474753265146	0.000127972199630624	0.00454883622770693	1.92692839573727e-08	1.04007990172921e-07	2.2556844135057e-07	8.72317303137945e-06	5.51906876207344e-08	3.65246881737762e-07	0.00273020549173612	0.00343585769855105	1.99744354893031e-05	8.10611666796076e-06	1.46741967480528e-05	5.86184875376779e-05	0.00203684138971852	0.00241590014397227	0.000176858782123826	1.30157184088906e-05	6.78815646717992e-05	5.70277651839462e-05	0.0148828647826223	0.00166441115487901	0.00218028176451382	4.92069980314177e-05	4.92154674815231e-07	2.73240746180251e-05	0.0113508827017513	0.0230951690670126	0.0832106435716154	5.47289854811033e-07	5.10735075318282e-06	4.7318001958066e-11	1.38666563158425e-10	2.49747070562252e-11	0.000184420674064059	0.000224962895215429	8.22663134370609e-08	1.55243026807186e-05	3.13631717629937e-05	3.62459350262027e-05	0.844555115734465
"TBS_3_PET3_Biofilm"	8.78470361845119e-09	4.30137765364561e-05	5.69369504341387e-10	1.35244091327639e-09	2.21786553895107e-07	2.57938048353095e-08	7.89573967054603e-07	7.24056312815036e-07	1.16941632915962e-05	4.65893411021003e-06	4.67883456425036e-05	4.27105197340907e-05	6.12514084508153e-07	1.53427701914352e-06	6.36652093013222e-06	1.77927133981365e-07	2.17638038977427e-06	1.09070109219553e-05	0.000802048756177639	0.00088169032508128	0.00245188684875756	2.61559711597715e-09	9.66849371570365e-08	5.88479188561196e-08	1.62788129258577e-05	3.7038660404815e-07	9.32805315325712e-07	0.00371612683671152	0.0013486755464568	0.000268822384180817	5.72456617850902e-06	3.72602026670391e-06	1.04772686689827e-05	0.000335347884648787	0.000877531343165128	0.000770657955187735	9.47368585303841e-07	1.52568192023209e-05	2.99917181789184e-06	0.00834754070436562	0.000105336819011572	6.74664947693345e-05	6.73134718599361e-05	3.46678020785332e-07	4.55866565484425e-06	0.0229815891968575	0.00848687304948314	0.112721362578401	1.75783725459478e-08	1.08145972658569e-06	9.05983786063297e-11	4.61217355363175e-09	1.28855262386688e-09	0.00112557678514508	0.00130544127792739	1.55616715700964e-05	5.98263478132897e-05	0.000379407219768008	0.000181178736878057	0.832467443737718
